product_Id,vendor_name,product_name,product_description,parent_category,sub_category
STKS100,Pop! Promos,Sticker Sheets,"The small detail that makes a big impact. Made in the USA and designed with Full-Color, Edge-to-Edge printing, these customizable Sticker Sheets feature kisscut stickers that bring any campaign to life. Lightweight, cost-effective, and easy to include with almost any order, they‚Äôre a smart brand enhancer that boosts visibility and reinforces messaging with every peel.",Office,Stickers
STKSTAR,Innovation Line,Star Stock Shape Stickers,"Our CustomCut™ Sticker?/Decals are made with a Professional Grade White 6 Mil Matte Vinyl Material. Each Sticker is individually kiss cut. There are No Die or Die Cutting Charges! They come in individual single sheets for easy distribution (as opposed to a continuous roll).? For indoor and outdoor use, water resistant and removable for up to one year. (exposure to direct sunlight may accelerate fading).? Pricing includes up to a full color PhotoImage® digital imprint. All Sticker designs inside the Sheet require a 1/8"" white border around the artwork design.",Office,Stickers
STU10,The Magnet Group,Magnetic Stick Up with Perforation,"This 3.5” x 8.5” magnetic stick-up card with perforation includes 4 Color Process imprint on both sides. If factory is mailing, additional production time is required (does not include postal delivery time). Postage costs are not included in price of item.",Office,Calendars
STU11,The Magnet Group,Magnetic Stick Up Card with Perforation,"This 4” x 8” magnetic stick-up card with perforation includes 4 Color Process imprint on both sides. If factory is mailing, additional production time is required (does not include postal delivery time). Postage costs are not included in price of item.",Office,Calendars
STU13,The Magnet Group,Magnetic Stick Up Card,"This 5.75” x 9” magnetic stick-up card includes 4 Color Process imprint on both sides. If factory is mailing, additional production time is required (does not include postal delivery time). Postage costs are not included in price of item.",Office,Calendars
STU14,The Magnet Group,Magnetic Stick Up Card,"This 5.75” x 11” magnetic stick-up card includes 4 Color Process imprint on both sides. If factory is mailing, additional production time is required (does not include postal delivery time). Postage costs are not included in price of item.",Office,Calendars
STU20,The Magnet Group,Hockey Schedule Magnetic Stick Up Card,"Sports are a big part of any community. By adding your name and logo to a 3-1/2 x 8-1/2 hockey-themed schedule stick-up card, you can show your support for local teams! Always in stock, these customizable marketing tools are available with all sport team schedules. When ordering, be sure to specify which team schedule you want.",Office,Calendars
STU23,The Magnet Group,Soccer Schedule Magnetic Stick Up Card,"Sports are a big part of any community. By adding your name and logo to a 3-1/2 x 8-1/2 soccer-themed schedule stick-up card, you can show your support for local teams! Always in stock, these customizable marketing tools are available with all sport team schedules. When ordering, be sure to specify which team schedule you want.",Office,Calendars
SUNBKT,Towel Specialties,Sunburst Picnic Blanket,"We've redefined the ordinary again with this Luxury Size 50"" x 70"" picnic blanket with full color edge to edge graphics. The more creative you are with your graphics, the more attention this blanket will get at picnics, sports events, concerts and other outdoor events. Water resistant with reverse black side that hides dirt. Includes affixed tie straps so you can roll and tie the blanket for easy transport. Rugged and durable.",Accessories,Blankets & Throws
SUSB01,ImprintID,Soccer Shaped Fast USB Drive with Keyring,ABS USB 2.0 Soccer Shaped Flash Drive with Keyring 128MB to 64GB USB sizes are available. Read: 12 - 18 Mb/sec; Write: 4 - 6 Mb/sec This RoHS compliant item supplies data retention for more than ten years,Tech,USB Drives & Storage
SUVDP2,Peerless Umbrella Co Inc,Dual Panel SUV Sunshade,"Shield your vehicles spacious interior with our SUV-sized Dual Panel Sunshade, made from durable silver-coated 190T polyester to provide exceptional UV-blocking performance. Designed to fit larger windshields, it keeps your cabin cooler, preserving the dashboard, seats, and electronics from harsh sunlight. Installation is quick and effortless, and the sunshade collapses neatly, staying in place with the elastic band and storing compactly in the included pouch, so you can maintain a tidy, organized car when you’re on the go.",Accessories,Auto
SW00,Edwards Garment,Wide Stripe Tie,"Edwards Wide Stripe Silk tie with a modern 3-1/4” width that complements your style. Stripes change your look without compromising style. Companion style is #SC56 
100% Silk 
58”L x 3 1/4”W
Dry Clean",Apparel,Men's
SW00,Edwards Garment,Wide Stripe Tie,"Edwards Wide Stripe Silk tie with a modern 3-1/4” width that complements your style. Stripes change your look without compromising style. Companion style is #SC56 
100% Silk 
58”L x 3 1/4”W
Dry Clean",Apparel,Women's
SW003,Prime Line,Shoe Bag,"**A Prime Line® Exclusive!** Materials: 1200D REPREVE® polyester, 400D recycled ripstop polyester lining with PU coating ; REPREVE® is a trusted brand of polyester fibers made out of recycled post-consumer polyethylene (PET) bottles. This accommodating shoe bag is designed for sports enthusiasts, offering a spacious interior that can store shoes up to size 14. Wipe down lining with four metal air holes and inner clear ID window - 2.5""w x 4""h. Reinforced grab handle. Swannies-branded rubberized zipper pulls. Recommended weight tolerance: 5.5 lbs.",Bags,Shoe Bags
SWI-DB21,Ariel Premium Supply Inc,"Stress Busters™ ""Dream Big""","Dream Big Stress Buster is a clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design Emoji face ball that says ""DREAM BIG"" in white embroidery. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.",Accessories,Plushies
SWI-GF24,Ariel Premium Supply Inc,Stress Busters™ Golfer,"Take a swing with our Stress Buster™ Golfer! Nestled in a Golfer-shaped design, it's filled with vibrant gel beads. The super-soft plush cover enhances tactile pleasure around a flexible gel-bead ball that provides a massaging feel when squeezed. Black embroidered phrase, ""FORE!"" on the back. The ball gracefully reverts to its original shape when released. A logo is printed on the white loop for a retail touch. Immerse in relaxation with this uniquely branded Stress Buster™—crafted to alleviate stress and bring moments of delight.",Accessories,Plushies
SWI-GS22,Ariel Premium Supply Inc,Stress Busters 3-Piece Gift Set,"Choose any three Stress Buster shapes from the collection, except the Piggy Bank, Chef or Gator - due to their larger size, to create your own gift set of 3 Stress Buster™ pieces! Set comes in matte reclosable bag. Each Stress Buster™ has super-soft plush cover on the outside, flexible gel-bead ball on the inside that squeezes out and retracts. Your Logo prints on white loop for a retail finish.",Accessories,Plushies
SWI-GT20,Ariel Premium Supply Inc,"Stress Busters™ ""Go Team""","Go Team Stress Buster is a clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design Emoji face ball that has blue embroidered phrase, GO TEAM"" on the back with yellow embroidered stars. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.",Accessories,Plushies
SWI-SF22,Ariel Premium Supply Inc,"Stress Busters™ ""Safety First"" Worker","StressBusters™ Safety First Worker is a clear thermal plastic rubber ball filled with colorful gel-filled beads covered in a plush construction worker shape. Created to soothe, relax and entertain with an irresistibly super-soft plush cover on the outside that is the perfect size for squeezing and retracts to its original form when released. Black embroidered phrase, ""SAFETY FIRST"" on the front of the construction hatLogo printed on white loop for a retail finish.",Accessories,Plushies
SWI-SQ20,Ariel Premium Supply Inc,"Stress Busters™ ""Squeeze the day""","Squeeze the Day Stress Buster is a gel-bead filled rubber ball covered with a plush lemon emoji design. Fun sensory experience when beads are squeezed out of the plush cover. Black embroidered phrase, ""Squeeze the day"" on the back. Great for delivering a message of empowerment and encouragement while providing a way to ease tension.",Accessories,Plushies
SWI-WH20,Ariel Premium Supply Inc,"Stress Busters™ ""Woo Hoo""","Clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design Emoji face ball that says ""WOO HOO!"" in white embroidery. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.",Accessories,Plushies
SWI-YR21,Ariel Premium Supply Inc,"Stress Busters™ ""You Rock""","You Rock Stress Buster is a clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design Emoji face ball that says ""YOU ROCK"" in black embroidery. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.",Accessories,Plushies
SWL005,St Regis Crystal,S'well® Tumbler w/ Lid - 18oz,"This 18oz Tumbler features a wide mouth and thin rim for easy drinking. Ice cubes fit effortlessly inside. The pop-on, Slide-Open Lid creates a splash-proof experience, ideal for at-home or on-the-go drinking.

Product Details: 
- S'well Tumblers feature Therma-S'well® Technology with triple-layered, vacuum-insulated construction, designed to keep beverages colder or hotter, longer than all the rest.
- Offers a condensation-free exterior that won't sweat in your hands or bag.
- BPA/BPS-free and reusable.
- Made from 18/8, food-grade stainless steel with superior construction to reduce the need for single-use cups.
- Top-rack, dishwasher safe.
- Keeps your drink for cold for 12 hours and hot for 4 hours.

Product Size: 3.5"" W x 6.26"" H",Drinkware,Tumblers
SWL006,St Regis Crystal,S'well® Tumbler w/ Straw - 24oz,"The 24oz Tumbler features a thin, wide-mouth rim plus a Slide-Open Lid and flexi stainless steel straw for easy sipping. The pop-on, Slide-Open Lid creates a splash-proof experience when closed, ideal for at-home or on-the-go drinking.

Product Details:
- S'well Tumblers feature Therma-S'well® Technology with triple-layered, vacuum-insulated construction, designed to keep beverages colder or hotter, longer than all the rest.
- Offers a condensation-free exterior that won't sweat in your hands or bag.
- BPA/BPS-free and reusable.
- Made from 18/8, food-grade stainless steel with superior construction to reduce the need for single-use cups.
- Top-rack, dishwasher safe.
- Keeps your drink cold for 18 hours and hot for 5 hours

Product Size: 3.5"" W x 7.7"" H",Drinkware,Tumblers
SWL011_,St Regis Crystal,S'well® Tumbler XL - 30oz,"The 30oz Tumbler XL is ideal for staying hydrated throughout the day with iced tea, flavored water, and more. A stainless steel lid and built-in straw create a splash-proof experience that's great for at-home or on-the-go drinking.

Product Details: 
- Therma-S’well® Technology with triple-layered, vacuum-insulated construction designed to keep drinks colder or hotter for longer.
- Splash-proof lid.
- Fits in most cup holders.
- Ergonomic handle for easy carrying.
- 91% recycled food-grade 18/8 stainless steel Tumbler.
- 18/8 stainless steel lid and straw.
- BPA/BPS-free and reusable.
- Dishwasher safe or hand wash with warm soapy water. Lid is top-rack only.

Product Size: 5.35"" W x 10.91"" H x 3.62"" D (with straw)",Drinkware,Tumblers
SWL012,St Regis Crystal,S'well® Tumbler XL - 40oz,"The 40oz Tumbler XL is ideal for staying hydrated throughout the day with iced tea, flavored water, and more. A stainless steel lid and built-in straw create a splash-proof experience that's great for at-home or on-the-go drinking.

Product Details:
- S'well Tumblers feature Therma-S’well® Technology with triple-layered, vacuum-insulated construction.
- Offers a condensation-free exterior that won't sweat in your hands or on tabletops.
- Tumbler is made from 91% recycled food-grade 18/8 stainless steel.
- Lid and straw are made from 18/8 stainless steel.
- BPA/BPS-free and reusable.
- Dishwasher safe or hand wash, Lid is top-rack only.
- 40oz Tumbler XL keeps drinks cold for 50 hours, hot for 10, and iced for 4 days.

Product Size: 5.51"" W x 12.36"" H x 3.86"" D (with straw)",Drinkware,Tumblers
SWL016,St Regis Crystal,S'well® Wine Tumbler - 14oz,"Perfect for sipping stylishly at home or al fresco, the Wine Tumbler keeps your wine cool for longer.

Features
- Therma-S’well® Technology with triple-layered, vacuum-- insulated construction designed to keep drinks colder or hotter for longer.
- Stemless design is ideal for indoor or outdoor use.
- Splash-proof, Slide-Open Lid.
- 18/8, food-grade stainless steel.
- Condensation-free exterior won't sweat in your hands or on countertops and tabletops.

Product Size: 3.5"" W x 5"" H x 3.5"" D",Drinkware,Tumblers
SWL017,St Regis Crystal,S'well® Ice Bucket & Scoop,"Therma-S’well® Technology with triple-layered, vacuum-insulated construction designed to keep ice colder for longer.

Features
- Holds 3L (100oz) of ice.
- Keeps drinks and ice cold for up to 60 hours.
- Can be used to chill a standard wine or Champagne bottle.
- Stainless steel cover with matching ice scoop that fits inside the bucket for easy storage.
- 18/8, food-grade stainless steel.
- Condensation-free exterior won't sweat on your table or countertop.

Product Size: 6.5"" W x 6.9"" H x 6.5"" D",Accessories,Kitchen
SWL018,St Regis Crystal,S'well® Bento Box,"The Bento Box takes meal prep to the next level, complete with a removable tray divider for organizing your meals.

Features: 
- Leakproof, see-through lid.
- Removable internal tray divider for organizing meals.
- Tray divider can be removed to fit one large entree or one smaller entree and a side or snacks.
- Single-walled, durable construction.
- 18/8, food-grade stainless steel.
- BPA/BPS-free and reusable.
- Refrigerator and freezer safe.
- Dishwasher safe or hand wash with warm soapy water.

Product Size: 9.6"" W x 2.6"" H x 6.6"" D",Accessories,Kitchen
SWL019,St Regis Crystal,S'well® Mug - 16oz,"Perfect for your morning cup of coffee, tea, or iced coffee, S’well Mugs offer easy carrying and sipping with a splash-proof, Slide-Open Lid and handle that fits most cup holders.

Features: 
- Therma-S’well® Technology with triple-layered, vacuum-insulated construction designed to keep drinks colder or hotter for longer.
- Splash-proof, Slide-Open Lid.
- Fits in most cup holders.
- 18/8, food-grade stainless steel.
- Condensation-free exterior won't sweat in your hands or bag.
- BPA/BPS-free and reusable.
- Dishwasher safe or hand wash with warm soapy water. Lid is top-rack only.

Product Size: 4.5"" W x 5.5"" H x 3.5"" D",Drinkware,Mugs & Steins
SWL020,St Regis Crystal,Swell® Food Canister Set,"Food stays fresh in the pantry, fridge, or on-the-go with the versatile S’well Food Canisters.

Features: 
- Comes in a nested set of three sizes (10oz, 16oz, and 24oz) that can be nested together to save space in your cabinet.
- Ideal for leftovers and snacks like nuts, yogurt, chips, and more.
- Single-walled, durable construction.
- Lightweight and easy to transport.
- Refrigerator and freezer-friendly.
- Leakproof silicone lid.
- 18/8, food grade stainless steel.
- BPA/BPS-free and reusable.
- Dishwasher safe or hand wash with warm soapy water.

Product Size: 10oz - 4"" W x 2.4"" H x 4"" D
16oz - 4.7"" W x 2.6"" H x 4.7"" D
24oz - 5.2"" W x 3"" H x 5.2"" D",Accessories,Kitchen
SXU026,SanMar Corp,Stanley/Stella Unisex Knoxer Crewneck Sweatshirt SXU026,"Relaxed fit: Designed for comfort, with more ease of movement.",Apparel,Hoodies & Sweatshirts
SXU027,SanMar Corp,Stanley/Stella Unisex Striker Hooded Sweatshirt SXU027,"Relaxed fit: Designed for comfort, with more ease of movement.",Apparel,Hoodies & Sweatshirts
SZB-3300,LBU Inc,Sublimated Zippered Bag,"Allow your campaign and brand to stand out with a fully customized, sublimated zippered bag, featuring sublimated graphics. Each bag is made with industrial strength fabrics. All bags are fully customizable and cut to order. You have the choice of size, materials, construction and printing options. Featured options include pockets, other fabrics, gusset and lining. Submit artwork and ideas so we can create your sublimated zippered bags today!",Bags,Others
T018,St Regis Crystal,Morrison Watch,"- Water resistant up to 2 ATM pressure
- Luminous hands and watch dial display
- Rotating bezel 
- Lightweight polymer watch case with metal back
- Weather resistant, comfort stretch, si",Apparel,Accessories
T019,St Regis Crystal,Hardy Watch,Sleek metal case design with scratch resistant mineral glass lens. Water resistant up to 3 ATM pressure and a light weight adjustable nylon strap fits all wrists. Japan quartz analogue movement.,Apparel,Accessories
T01S,St Regis Crystal,Tuck-in-Box - Silver,Satin silver tuck-in box.,Office,Packaging
T020,St Regis Crystal,Eclipse Watch,"-Scratch resistant mineral glass lense
-Stainless steel case back
-Water resistant up to 3 ATM pressure
-Luminous hands and dial
-Rotating bezel on silver steel color watch case
-Silicone rubberized flexible strap",Apparel,Accessories
T021,St Regis Crystal,Faubourg Watch,"- Scratch resistant mineral glass lens
- Stainless steel case back
- Water resistant up to 3 ATM pressure
- Luminous hands and dial
- Rotating bezel on silver steel color watch case
- Silicone rubberized flexible strap",Apparel,Accessories
T022,St Regis Crystal,Grove LED Watch,"The Grove LED Watch has: 
- Touch activated LED digital display wristwatch
- Simply tap the lens to reveal time, month/day & seconds
- Bright illuminated digits clearly visible in darkness
- Power efficient blue LED display with auto shut-off
- Mineral crystal scratch-resistant glass lens
- Black alloy watch case with stainless steel back
- Comfort stretch silicone watch band with stainless steel buckle",Apparel,Accessories
T030-US,St Regis Crystal,Pocket Watch w/US Flag - Chrome,"Stainless Steel pocket watch with Carabiner, featuring an American flag on a swivel and a luminous dial and 2-tone brushed silver and chrome finish.",Apparel,Accessories
T1460,Spector & Co.,Loop 2-in-1 retractable charger,"A compact, travel-ready charger designed for smartphones and smartwatches. Made from recycled pu for a sleek, durable finish, it features wireless charging capability and a 27"" retractable cable for added convenience. Simply plug the integrated cable into a wall adapter or your computer, then place your devices on the charging surface-power flows automatically. Compatible with apple and samsung devices, loop delivers effortless charging without clutter. Packaged in a foldable black box, its the perfect solution for staying powered on the go.",Tech,Chargers & Powerbanks
T1460,Spector & Co.,Loop 2-in-1 retractable charger,"A compact, travel-ready charger designed for smartphones and smartwatches. Made from recycled pu for a sleek, durable finish, it features wireless charging capability and a 27"" retractable cable for added convenience. Simply plug the integrated cable into a wall adapter or your computer, then place your devices on the charging surface-power flows automatically. Compatible with apple and samsung devices, loop delivers effortless charging without clutter. Packaged in a foldable black box, its the perfect solution for staying powered on the go.",Sustainable,Sustainable
T148,Spector & Co.,Bridge 3-in-1 magnetic charging hub,"An all-in-one charging hub designed for modern workspaces and travel. Made from recycled pu for a sleek, durable finish, it delivers wireless magnetic charging for phones, smartwatches, and earbuds with effortless alignment. Simply plug the included 39.5"" black usb-c cable into a wall adapter or your computer, then place your devices on the hub-magnets align and start charging automatically. Packaged in a compact, foldable black box, its ideal for executives and anyone who wants a clutter-free desk or a travel-ready solution for reliable, all-in-one charging throughout the day.",Tech,Chargers & Powerbanks
T148,Spector & Co.,Bridge 3-in-1 magnetic charging hub,"An all-in-one charging hub designed for modern workspaces and travel. Made from recycled pu for a sleek, durable finish, it delivers wireless magnetic charging for phones, smartwatches, and earbuds with effortless alignment. Simply plug the included 39.5"" black usb-c cable into a wall adapter or your computer, then place your devices on the hub-magnets align and start charging automatically. Packaged in a compact, foldable black box, its ideal for executives and anyone who wants a clutter-free desk or a travel-ready solution for reliable, all-in-one charging throughout the day.",Tech,Accessories
T148,Spector & Co.,Bridge 3-in-1 magnetic charging hub,"An all-in-one charging hub designed for modern workspaces and travel. Made from recycled pu for a sleek, durable finish, it delivers wireless magnetic charging for phones, smartwatches, and earbuds with effortless alignment. Simply plug the included 39.5"" black usb-c cable into a wall adapter or your computer, then place your devices on the hub-magnets align and start charging automatically. Packaged in a compact, foldable black box, its ideal for executives and anyone who wants a clutter-free desk or a travel-ready solution for reliable, all-in-one charging throughout the day.",Sustainable,Sustainable
T150,Spector & Co.,Fusion 3-in-1 wireless charging mousepad,"A productivity-boosting mousepad with integrated wireless charging for multiple devices. Made from recycled pu for a sleek, durable finish, it offers a large surface area for work while powering your phone, earbuds, and other wireless-charging devices. Simply connect the included 39.5"" black usb-c cable to a wall adapter or your computer, then place your devices on the charging zones-power flows automatically while you work. Packaged in a compact, foldable black box, its the perfect blend of functionality and style for any desk setup.",Tech,Chargers & Powerbanks
T150,Spector & Co.,Fusion 3-in-1 wireless charging mousepad,"A productivity-boosting mousepad with integrated wireless charging for multiple devices. Made from recycled pu for a sleek, durable finish, it offers a large surface area for work while powering your phone, earbuds, and other wireless-charging devices. Simply connect the included 39.5"" black usb-c cable to a wall adapter or your computer, then place your devices on the charging zones-power flows automatically while you work. Packaged in a compact, foldable black box, its the perfect blend of functionality and style for any desk setup.",Tech,Accessories
T150,Spector & Co.,Fusion 3-in-1 wireless charging mousepad,"A productivity-boosting mousepad with integrated wireless charging for multiple devices. Made from recycled pu for a sleek, durable finish, it offers a large surface area for work while powering your phone, earbuds, and other wireless-charging devices. Simply connect the included 39.5"" black usb-c cable to a wall adapter or your computer, then place your devices on the charging zones-power flows automatically while you work. Packaged in a compact, foldable black box, its the perfect blend of functionality and style for any desk setup.",Office,Accessories
T150,Spector & Co.,Fusion 3-in-1 wireless charging mousepad,"A productivity-boosting mousepad with integrated wireless charging for multiple devices. Made from recycled pu for a sleek, durable finish, it offers a large surface area for work while powering your phone, earbuds, and other wireless-charging devices. Simply connect the included 39.5"" black usb-c cable to a wall adapter or your computer, then place your devices on the charging zones-power flows automatically while you work. Packaged in a compact, foldable black box, its the perfect blend of functionality and style for any desk setup.",Sustainable,Sustainable
T151,Spector & Co.,Nexus 3-in-1 wireless charging portfolio,"A premium portfolio that delivers wireless charging and portable power alongside smart organization. Charge your devices wirelessly through the built-in 5000 mah polymer battery, designed to keep your phone, apple watch, and airpods powered wherever you go. When you have access to a power supply, use the integrated usb-c cable to recharge the internal battery quickly, so youre always ready for the next move. Crafted from recycled pu with a magnetic closure, nexus combines functionality with sustainability. Inside, youll find a removable notebook with fsc-certified paper, a pen loop, and three elastic pockets for accessories. A collapsible phone stand adds hands-free convenience for calls or streaming. Packaged in a sleek, foldable black box, this portfolio is the ultimate solution for mobile professionals who need charging, storage, and style.",Tech,Chargers & Powerbanks
T151,Spector & Co.,Nexus 3-in-1 wireless charging portfolio,"A premium portfolio that delivers wireless charging and portable power alongside smart organization. Charge your devices wirelessly through the built-in 5000 mah polymer battery, designed to keep your phone, apple watch, and airpods powered wherever you go. When you have access to a power supply, use the integrated usb-c cable to recharge the internal battery quickly, so youre always ready for the next move. Crafted from recycled pu with a magnetic closure, nexus combines functionality with sustainability. Inside, youll find a removable notebook with fsc-certified paper, a pen loop, and three elastic pockets for accessories. A collapsible phone stand adds hands-free convenience for calls or streaming. Packaged in a sleek, foldable black box, this portfolio is the ultimate solution for mobile professionals who need charging, storage, and style.",Sustainable,Sustainable
T2070JF1,Links Unlimited Inc.,eufy E20 3-in-1 Robot Vacuum,"The eufy Robot Vacuum 3-in-1 E20 is the world's first detachable multi-function robot vacuum. It seamlessly transforms from a powerful robot vacuum to a versatile stick vacuum or a handheld vacuum, making it the ultimate cleaning solution for your home. Equipped with high-performance filters, a powerful 30,000 Pa suction for handheld and stick modes, an auto-empty station, faster charging, and millimeter-level obstacle avoidance, the E20 is designed to serve you and your family anytime, with unmatched convenience and efficiency.",Tech,Others
T2351111,Links Unlimited Inc.,eufy X10 Pro Omni Robot Vacuum,"The X10 Pro Omni robot vacuum is eufy's top performer for removing dust, dirt, and hair from your carpets and floors, thanks to its powerful 8000Pa suction, dual-head mopping, and advanced smarts. A burly rubber-and-bristle floating roller brush pries deep into carpet to loosen debris when you vacuum. And the roller brush's Pro-Detangle Comb keeps hair - from pets or ponytails - from fouling performance, so you'll hardly ever have to clear it manually.",Tech,Others
T242-L,St Regis Crystal,The Patton Watch - Ladies - Black Band,#NAME?,Apparel,Accessories
T242-M,St Regis Crystal,The Patton Watch - Men's - Black Band,#NAME?,Apparel,Accessories
T242-MB,St Regis Crystal,The Patton Watch - Mens - Brown Band,#NAME?,Apparel,Accessories
T324-L,St Regis Crystal,The Washington Watch - Ladies,#NAME?,Apparel,Accessories
T522,St Regis Crystal,Chicago Watch,#NAME?,Apparel,Accessories
T582-LB,St Regis Crystal,The St Tropez Watch - Ladies - Brown Band,"- Mix and match this two tone 1 micron plated Chrome and Gold case with variety of dials and bands. Its your choice!
- MIYOTA METAL MOVEMENT",Apparel,Accessories
T582-LK,St Regis Crystal,The St Tropez Watch - Ladies - Black Band,"- Mix and match this two tone 1 micron plated Chrome and Gold case with variety of dials and bands. Its your choice!
- MIYOTA METAL MOVEMENT",Apparel,Accessories
T582-M-SGK,St Regis Crystal,The St Tropez Watch - Mens - Black Band,"- Mix and match this two tone 1 micron plated Chrome and Gold case with variety of dials and bands. Its your choice!
- MIYOTA METAL MOVEMENT",Apparel,Accessories
T582-M-SSB,St Regis Crystal,The St Tropez Watch - Mens - Brown Band,"- Mix and match this two tone 1 micron plated Chrome and Gold case with variety of dials and bands. Its your choice!
- MIYOTA METAL MOVEMENT",Apparel,Accessories
T597-L,St Regis Crystal,The Vivacious Watch - Ladies,#NAME?,Apparel,Accessories
T630-L,St Regis Crystal,The Executive Watch - Ladies,"The Executive Watch
- 2-tone Chrome with Gold accents
- MIYOTA METAL MOVEMENT",Apparel,Accessories
T630-M,St Regis Crystal,The Executive Watch - Men's,#NAME?,Apparel,Accessories
T645-LB,St Regis Crystal,The Refined Watch - Ladies - Brown Band,#NAME?,Apparel,Accessories
T645-LK,St Regis Crystal,The Refined Watch - Ladies - Black Band,#NAME?,Apparel,Accessories
T645-MB,St Regis Crystal,The Refined Watch - Men's - Brown Band,#NAME?,Apparel,Accessories
T645-MK,St Regis Crystal,The Refined Watch - Men's - Black Band,#NAME?,Apparel,Accessories
T658-L,St Regis Crystal,The Master Watch - Ladies,#NAME?,Apparel,Accessories
T677-L,St Regis Crystal,The Resplendent Watch - Ladies,#NAME?,Apparel,Accessories
T781,St Regis Crystal,Euro Design™ Venice Watch,Stainless Steel case with a colored bezel. Citizen movement and leatherette strap.,Apparel,Accessories
T938L,St Regis Crystal,EURO DESIGN LADIES WATCH,"EURO DESIGN LADIES WATCH
- Stainless steel case
- Features: three-hands, date display and hypoallergenic leather band
- SWISS METAL MOVEMENT",Apparel,Accessories
T946,High Caliber Line,Bamboo Notepad with Sticky Note and Pen,"A handy little quality-built notepad featuring a bamboo front cover that folds to serve as a phone holder! Flap locks into slotted closure to securely keep the case closed. Contains 6 neon-colored flag strips (25 sheets ea.), and an unlined notepad Made with recycled paper. Compact and great for traveling.",Office,Notepads
T948,High Caliber Line,Mini Bamboo Sticky Note Set,A very handy and compact sticky note pad with bamboo wood covers! Includes 25 sheets each of neon flag strips (5 colors) and 25 sheets of neon sticky notes (3 colors). Spiral bound,Office,Notepads
T990,St Regis Crystal,Steering Wheel Pocket Watch,Streamlined Pocket Watch features a unique steering wheel design and carabiner clip.,Accessories,Auto
TA20ACDC,"Pro Golf Premiums, Inc.",Titleist Den Caddy,"The ultimate accent, Tour Bag inspired. All new magnetic tee pocket. Removable belly panel for customization. Tour-inspired design..",Bags,Others
TA20PBB,"Pro Golf Premiums, Inc.",Titleist Players Boston Bag,"Stylish, Convenient, Customizable. Premium wrapped handles. Interior mesh pocket. 2 interior zippered pockets. Exterior zippered valuables pocket. Premium Hardware. Premium rubber patch logo.",Bags,Travel Bags
TA20PDF,"Pro Golf Premiums, Inc.",Titleist Players Duffle Bag,"More room, more organization.Generous size with mesh side pocket for additional organization. Exterior zippered valuables pocket. Add-a-bag sleeve. Premium Hardware. Adjustable padded strap. Premium rubber patch logo.",Bags,Duffels
TA24CGCOL,"Pro Golf Premiums, Inc.",Titleist College Club Glove Traveler,Club Glove is the unmatched leader in golf travel. Trusted by the world's best golfers. Stiff arm included!,Bags,Duffels
TA24CGCOL,"Pro Golf Premiums, Inc.",Titleist College Club Glove Traveler,Club Glove is the unmatched leader in golf travel. Trusted by the world's best golfers. Stiff arm included!,Bags,Travel Bags
TA24CGPRO,"Pro Golf Premiums, Inc.",Titleist Pro Club Glove Traveler,Club Glove is the unmatched leader in golf travel. Trusted by the world's best golfers. Stiff arm included!,Bags,Duffels
TAB001,Peerless Umbrella Co Inc,The Millennial Carrying Case,Stay organized with this padded laptop and tablet sleeve. Large enough to hold most tablets and smaller laptops. Handle for easy carrying or just hold under your arm. Outside pocket with a variety of interior storage pockets and compartments. Snowflake polyester fabric for an executive look.,Bags,Business Bags
TAR-649,Hirsch Gift,"Targus Terra Ecosmart 15""-16"" Backpack","Turn your school or work commute into an escape. The 15-16"" Terra EcoSmart® Backpack complements your professional look while allowing you to seamlessly transition to the trails on weekends. Protect your gear while you weave through crowded city streets thanks to the integrated anti-theft fasteners on primary pockets. And handle the elements and prepare for new ventures with its rain cover and secure front helmet harnessing. With an interior lining made using recycled materials, this bag was not only designed to protect your essentials, but made to protect the environment. Durable and thoughtfully designed, this backpack ensures you can keep venturing out in style for years.",Bags,Backpacks
TASC-109,Hirsch Gift,Tasc Men's Carrollton Lightweight Quarter Zip,"Made from a fabric that is optimized for any activity, the Carrollton Lightweight Quarter Zip performs exceptionally. This lightweight layer is made to transition from season to season and activity to activity. From the golf course to the midday commute, it's perfect to keep on hand. It's moisture wicking, breathable, anti-odor, and most importantly, you'll experience extreme comfort no matter the context.",Apparel,Activewear
TASC-110,Hirsch Gift,Tasc Men's Carrollton Fitness T-Shirt,"Our Carrollton Fitness T-Shirt is about performance powered by nature. This T-Shirt is made from bamboo and organic cotton, a performance tee that is temperature regulating and versatile. It can withstand the toughest workouts without having to sacrifice comfort. Enjoy four-way stretch, moisture-wicking technology, odor-resistant material, and UPF sun protection.",Apparel,Activewear
